Key,Source,Context,Changes,English,French,German,Klingon,Spanish
chainLinkFenceBottomPole,blocks,Block,GrChanged,Chain Link Fence Bottom Pole,Chain Link Fence Bottom Pole,Maschendrahtzaun – Unterer Zaunpfahl,,Poste de eslabón inferior de valla
chainLinkFenceTop,blocks,Block,GrChanged,Chain Link Fence Top,Chain Link Fence Top,Maschendrahtzaun – Oberer Zaun,,Eslabón superior de valla
chainLinkFenceTopPole,blocks,Block,GrChanged,Chain Link Fence Top Pole,Chain Link Fence Top Pole,Maschendrahtzaun – Oberer Zaunpfosten,,Poste de eslabón superior de valla
chainLinkFenceTopPole2,blocks,Block,GrChanged,Chain Link Fence Top Pole2,Chain Link Fence Top Pole2,Maschendrahtzaun – Oberer Zaunpfosten 2,,Poste de eslabón superior de valla 2
chainLinkPole,blocks,Block,GrChanged,Chain Link Pole,Chain Link Pole,Maschendrahtzaun – Pfosten,,Poste de eslabón
corrugatedMetalCTRPlate,blocks,Block,GrChanged,Corrugated Metal Center Plate,Corrugated Metal Center Plate,Wellblechplatte – Mittig,,Placa central de metal corrugado
ductSoft,blocks,Block,GrChanged,Duct Soft,Duct Soft,Luftschacht,,Conducto flexible
ductSoftCorner,blocks,Block,GrChanged,Duct Soft Corner,Duct Soft Corner,Luftschacht – Ecke,,Esquina de conducto flexible
ductSoftCorner2,blocks,Block,GrChanged,Duct Soft Corner2,Duct Soft Corner2,Luftschacht – Ecke 2,,Esquina 2 de conducto flexible
glassIndustrial02Broken01CTRPlate,blocks,Block,GrChanged,Glass Industrial02 Broken01 Center Plate,Glass Industrial02 Broken01 Center Plate,Zerbrochenes 01 Industrieglas 02 – Mittig,,Placa central rota 1 de cristal industrial v2
glassIndustrial02Broken02CTRPlate,blocks,Block,GrChanged,Glass Industrial02 Broken02 Center Plate,Glass Industrial02 Broken02 Center Plate,Zerbrochenes 02 Industrieglas 02 – Mittig,,Placa central rota 2 de cristal industrial v2
ironBarsDesc,blocks,Block,GrChanged,鉄格子(iron Bars)は遠距離武器を貫通します。優れた防御力と視界を提供してくれます。\n弾薬など遠距離武器を通します。,You can see and shoot through iron bars and they offer decent protection.,Durch Eisenstangen kannst du hindurchsehen und -schießen. Sie bieten auch ganz guten Schutz.,,"Puedes ver y disparar a través de las barras de hierro y, además, ofrecen buena protección."
plainWoodBarricade02CTRPlate,blocks,Block,GrChanged,Plain Wood Barricade02 Center Plate,Plain Wood Barricade02 Center Plate,Einfache Holzbarrikade 02 – Mittig,,Placa central de barricada de madera plana 2
plywoodOsbCTRPlate,blocks,Block,GrChanged,Plywood Osb Center Plate,Plywood Osb Center Plate,Zentrierte Mittlere Sperrholz-Grobspanplatte,,Placa centrada de tablero de madera contrachapada
rConcreteCTRPlate,blocks,Block,GrChanged,Reinforced Concrete Center Plate,Reinforced Concrete Center Plate,Verstärkte Betonplatte - Mittig,,Placa central de hormigón reforzado
cntBackpack02,blocks,Container,GrChanged,Decomposing Backpack,Decomposing Backpack,Zerfallender Rucksack,,Mochila en descomposición
signShopBookStoreLargeLit,blocks,Sign,GrChanged,Sign Shop Book Store Large Lit,Sign Shop Book Store Large Lit,"Großes Buchladenschild, erleuchtet",Letrero de tienda Librería Enorme Encendido,
signShopBookStoreLargeWall,blocks,Sign,GrChanged,Sign Shop Book Store Large Wall,Sign Shop Book Store Large Wall,"Großes Buchladenschild, Wand",Letrero de tienda Librería Enorme Pared,
signShopBookStoreLargeWallLit,blocks,Sign,GrChanged,Sign Shop Book Store Large Wall Lit,Sign Shop Book Store Large Wall Lit,"Großes Buchladenschild, erleuchtet, Wand",Letrero de tienda Librería Enorme Pared Encendido,
signShopBookStoreLit,blocks,Sign,GrChanged,Sign Shop Book Store Lit,Sign Shop Book Store Lit,"Buchladenschild, erleuchtet",Letrero de tienda Librería Encendido,
signShopBookStoreWall,blocks,Sign,GrChanged,Sign Shop Book Store Wall,Sign Shop Book Store Wall,"Buchladenschild, Wand",Letrero de tienda Librería Pared,
signShopBookStoreWallLit,blocks,Sign,GrChanged,Sign Shop Book Store Wall Lit,Sign Shop Book Store Wall Lit,"Buchladenschild, erleuchtet, Wand",Letrero de tienda Librería Pared Encendido,
signShopGasLargeLit,blocks,Sign,GrChanged,Sign Shop Gas Large Lit,Sign Shop Gas Large Lit,"Großes Tankstellenschild, erleuchtet",Letrero de tienda Gas Enorme Encendido,
signShopGasLargeWall,blocks,Sign,GrChanged,Sign Shop Gas Large Wall,Sign Shop Gas Large Wall,"Großes Tankstellenschild, Wand",Letrero de tienda Gas Enorme Pared,
signShopGasLargeWallLit,blocks,Sign,GrChanged,Sign Shop Gas Large Wall Lit,Sign Shop Gas Large Wall Lit,"Großes Tankstellenschild, erleuchtet, Wand",Letrero de tienda Gas Enorme Pared Encendido,
signShopGasLit,blocks,Sign,GrChanged,Sign Shop Gas Lit,Sign Shop Gas Lit,"Tankstellenschild, erleuchtet",Letrero de tienda Gas Encendido,
signShopGasWall,blocks,Sign,GrChanged,Sign Shop Gas Wall,Sign Shop Gas Wall,"Tankstellenschild, Wand",Letrero de tienda Gas Pared,
signShopGasWallLit,blocks,Sign,GrChanged,Sign Shop Gas Wall Lit,Sign Shop Gas Wall Lit,"Tankstellenschild, erleuchtet, Wand",Letrero de tienda Gas Pared Encendido,
signShopGroceryLargeLit,blocks,Sign,GrChanged,Sign Shop Grocery Large Lit,Sign Shop Grocery Large Lit,"Großes Lebensmittelladenschild, erleuchtet",Letrero de tienda Comestibles Enorme Encendido,
signShopGroceryLargeWall,blocks,Sign,GrChanged,Sign Shop Grocery Large Wall,Sign Shop Grocery Large Wall,"Großes Lebensmittelladenschild, Wand",Letrero de tienda Comestibles Enorme Pared,
signShopGroceryLargeWallLit,blocks,Sign,GrChanged,Sign Shop Grocery Large Wall Lit,Sign Shop Grocery Large Wall Lit,"Großes Lebensmittelladenschild, erleuchtet, Wand",Letrero de tienda Comestibles Enorme Pared Encendido,
signShopGroceryLit,blocks,Sign,GrChanged,Sign Shop Grocery Lit,Sign Shop Grocery Lit,"Lebensmittelladenschild, erleuchtet",Letrero de tienda Comestibles Encendido,
signShopGroceryWall,blocks,Sign,GrChanged,Sign Shop Grocery Wall,Sign Shop Grocery Wall,"Lebensmittelladenschild, Wand",Letrero de tienda Comestibles Pared,
signShopGroceryWallLit,blocks,Sign,GrChanged,Sign Shop Grocery Wall Lit,Sign Shop Grocery Wall Lit,"Lebensmittelladenschild, erleuchtet, Wand",Letrero de tienda Comestibles Pared Encendido,
signShopGunStoreLargeLit,blocks,Sign,GrChanged,Sign Shop Gun Store Large Lit,Sign Shop Gun Store Large Lit,"Großes Waffenladenschild, erleuchtet",Letrero de tienda Tienda de armas Enorme Encendido,
signShopGunStoreLargeWall,blocks,Sign,GrChanged,Sign Shop Gun Store Large Wall,Sign Shop Gun Store Large Wall,"Großes Waffenladenschild, Wand",Letrero de tienda Tienda de armas Enorme Pared,
signShopGunStoreLargeWallLit,blocks,Sign,GrChanged,Sign Shop Gun Store Large Wall Lit,Sign Shop Gun Store Large Wall Lit,"Großes Waffenladenschild, erleuchtet, Wand",Letrero de tienda Tienda de armas Enorme Pared Encendido,
signShopGunStoreLit,blocks,Sign,GrChanged,Sign Shop Gun Store Lit,Sign Shop Gun Store Lit,"Waffenladenschild, erleuchtet",Letrero de tienda Tienda de armas Encendido,
signShopGunStoreWall,blocks,Sign,GrChanged,Sign Shop Gun Store Wall,Sign Shop Gun Store Wall,"Waffenladenschild, Wand",Letrero de tienda Tienda de armas Pared,
signShopGunStoreWallLit,blocks,Sign,GrChanged,Sign Shop Gun Store Wall Lit,Sign Shop Gun Store Wall Lit,"Waffenladenschild, erleuchtet, Wand",Letrero de tienda Tienda de armas Pared Encendido,
signShopPharmacyLargeLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Large Lit,Sign Shop Pharmacy Large Lit,"Großes Apothekenschild, erleuchtet",Letrero de tienda Farmacia Enorme Encendido,
signShopPharmacyLargeWall,blocks,Sign,GrChanged,Sign Shop Pharmacy Large Wall,Sign Shop Pharmacy Large Wall,"Großes Apothekenschild, Wand",Letrero de tienda Farmacia Enorme Pared,
signShopPharmacyLargeWallLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Large Wall Lit,Sign Shop Pharmacy Large Wall Lit,"Großes Apothekenschild, erleuchtet, Wand",Letrero de tienda Farmacia Enorme Pared Encendido,
signShopPharmacyLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Lit,Sign Shop Pharmacy Lit,"Apothekenschild, erleuchtet",Letrero de tienda Farmacia Encendido,
signShopPharmacyWall,blocks,Sign,GrChanged,Sign Shop Pharmacy Wall,Sign Shop Pharmacy Wall,"Apothekenschild, Wand",Letrero de tienda Farmacia Pared,
signShopPharmacyWallLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Wall Lit,Sign Shop Pharmacy Wall Lit,"Apothekenschild, erleuchtet, Wand",Letrero de tienda Farmacia Pared Encendido,
signShopToolStoreLargeLit,blocks,Sign,GrChanged,Sign Shop Tool Store Large Lit,Sign Shop Tool Store Large Lit,"Großes Werkzeugladenschild, erleuchtet",Letrero de tienda Tienda de herramientas Enorme Encendido,
signShopToolStoreLargeWall,blocks,Sign,GrChanged,Sign Shop Tool Store Large Wall,Sign Shop Tool Store Large Wall,"Großes Werkzeugladenschild, Wand",Letrero de tienda Tienda de herramientas Enorme Pared,
signShopToolStoreLargeWallLit,blocks,Sign,GrChanged,Sign Shop Tool Store Large Wall Lit,Sign Shop Tool Store Large Wall Lit,"Großes Werkzeugladenschild, erleuchtet, Wand",Letrero de tienda Tienda de herramientas Enorme Pared Encendido,
signShopToolStoreLit,blocks,Sign,GrChanged,Sign Shop Tool Store Lit,Sign Shop Tool Store Lit,"Werkzeugladenschild, erleuchtet",Letrero de tienda Tienda de herramientas Encendido,
signShopToolStoreWall,blocks,Sign,GrChanged,Sign Shop Tool Store Wall,Sign Shop Tool Store Wall,"Werkzeugladenschild, Wand",Letrero de tienda Tienda de herramientas Pared,
signShopToolStoreWallLit,blocks,Sign,GrChanged,Sign Shop Tool Store Wall Lit,Sign Shop Tool Store Wall Lit,"Werkzeugladenschild, erleuchtet, Wand",Letrero de tienda Tienda de herramientas Pared Encendido,
snowDesc,blocks,Terrain,GrChanged,雪(snow)は空き缶に入れてキャンプファイアで煮れば水が手に入ります。瓶の場合は鍋も必要です。,Snow is another source of water. Melt it at a campfire if you have some empty cans or jars.,"Schnee kann an einem Lagerfeuer geschmolzen werden, wenn du ein paar leere Dosen oder Gläser hast.",La nieve es otra fuente de agua. Derrítela en una fogata si tienes latas o tarros vacíos.,
leatherDuster,items,Clothes,GrChanged,Leather Duster,Leather Duster,Ledermantel,,Gabardina de cuero
baconAndEggsDesc,items,Food,GrChanged,ベーコンエッグ(bacon and egg)はウェイストランドで人気のごちそうです。\n血中コレステロールを気にすることはありません。あなたの健康値を押し上げます。,Bacon and eggs will really fill you up and boost your wellness. Cholesterol is the least of your worries now.,Schinkenspeck mit Eiern wird dich richtig satt machen und dein Wohlbefinden erhöhen. Cholesterin ist jetzt dein kleinstes Problem.,,Los huevos con tocino te saciarán e incrementarán tu bienestar. El colesterol es el último de tus problemas en estos momentos.
betterLeadThanDeadDesc,progression,Perk,GrChanged,ただでさえ強力なライフルのダメージが向上するperk。\nもうやめて！とっくにゾンビのライフはゼロよ！,This is my rifle. There are many like it but this one does more damage with every rank.,"Dies ist mein Gewehr. Es gibt viele wie dieses, aber dieses hier verursacht mit jedem Rang mehr Schaden.","Este es mi rifle. Hay muchos otros, pero este inflige más daño con cada nivel.",
sexualTyranosaurus,progression,Perk,GrChanged,Sexual Tyrannosaurus,Sexual Tyrannosaurus,Wie ein Wildes Tier,,Tiranosaurio sexual
pummelPete,progression,Skill,GrChanged,Pummel Pete,Pummel Pete,Haudrauf,,Pete apalea
lblAttributeFalloffRange,UI,Item Info,GrChanged,Range,Range,Reichweite,,Rango
goLandClaimDeadZone,UI,Menu,GrChanged,Claim Deadzone,Claim Deadzone,Pufferzone des Gebiets,,Reclamar zona muerta
door,,item,GrNone,Door,Door,,Tür,Puerta
brickDestroyedBlock01,blocks,Block,KeyChanged,Brick Destroyed Block 01,Brick Destroyed Block 01,"Zerbrochener, verwitterter Ziegel 1 – Block",Bloque grieta de ladrillo deteriorado 1,
brickDestroyedBlock02,blocks,Block,KeyChanged,Brick Destroyed Block 02,Brick Destroyed Block 02,"Zerbrochener, verwitterter Ziegel 2 – Block",Bloque grieta de ladrillo deteriorado 2,
brickDestroyedBlock03,blocks,Block,KeyChanged,Brick Destroyed Block 03,Brick Destroyed Block 03,"Zerbrochener, verwitterter Ziegel 3 – Block",Bloque grieta de ladrillo deteriorado 3,
corrugatedMetalPole,blocks,Block,KeyChanged,Corrugated Metal Pole,Corrugated Metal Pole,Rostiger Eisenpfosten,,Poste de hierro oxidado
corrugatedMetalStairs25,blocks,Block,KeyChanged,Corrugated Metal Stairs25,Corrugated Metal Stairs25,Rostige Eisenstufen 25,,Escaleras de hierro oxidadas 25
craftSkillGuns,progression,Skill,KeyChanged,Gun Smithing,Gun Smithing,Feuerwaffenschmied,,Forjar pistolas
craftSkillMiscellaneous,progression,Skill,KeyChanged,Misc Crafting,Misc Crafting,Sonstiger Handwerksmeister,,Fabricación varia
craftSkillScience,progression,Skill,KeyChanged,Science,Science,Wissenschaft,,Por la ciencia
craftSkillTools,progression,Skill,KeyChanged,Tool Smithing,Tool Smithing,Werkzeugschmied,,Forja de herramientas
craftSkillWeapons,progression,Skill,KeyChanged,Weapon Smithing,Weapon Smithing,Waffenschmied,,Forja de armas
awningBlock,blocks,Block,KeyChanged EnChanged,Awning Block,Awning Block,Stoffplane – Block,,Bloque canela de toldo
awningCNRFull,blocks,Block,KeyChanged EnChanged,Awning Corner Full,Awning Corner Full,Stoffplane – Komplette Ecke,,Esquina canela de toldo
awningCNRInside,blocks,Block,KeyChanged EnChanged,Awning Corner Inside,Awning Corner Inside,Stoffplane – Innenecke,,Esquina interior canela de toldo
awningCNRRound,blocks,Block,KeyChanged EnChanged,Awning Corner Round,Awning Corner Round,Stoffplane – Abgerundete Ecke,,Esquina redonda canela de toldo
awningGable,blocks,Block,KeyChanged EnChanged,Awning Gable,Awning Gable,Stoffplane – Giebel,,Frontón canela de toldo
awningPyramid,blocks,Block,KeyChanged EnChanged,Awning Pyramid,Awning Pyramid,Stoffplane – Pyramide,,Pirámide canela de toldo
awningRamp,blocks,Block,KeyChanged EnChanged,Awning Ramp,Awning Ramp,Stoffplane – Rampe,,Rampa canela de toldo
cntCabinetOldCNRRoundFiller,blocks,Container,KeyChanged EnChanged,Cabinet Rounded (No Loot),Cabinet Rounded (No Loot),Unterschrank - abgerundete Ecke (keine Beute),,Vitrina redondeada
